,2023-06-30,2022-12-31
OrdinarySharesNumber,204563000.0,204563000.0
ShareIssued,204563000.0,204563000.0
TotalDebt,4903000.0,6822000.0
TangibleBookValue,31890000.0,35150000.0
InvestedCapital,35604000.0,40808000.0
WorkingCapital,5851000.0,7410000.0
NetTangibleAssets,31890000.0,35150000.0
CapitalLeaseObligations,1189000.0,1164000.0
CommonStockEquity,31890000.0,35150000.0
TotalCapitalization,31890000.0,35150000.0
TotalEquityGrossMinorityInterest,31890000.0,41408000.0
MinorityInterest,0.0,6258000.0
StockholdersEquity,31890000.0,35150000.0
OtherEquityInterest,6895000.0,7174000.0
RetainedEarnings,-13853000.0,-10872000.0
AdditionalPaidInCapital,130000.0,130000.0
CapitalStock,2601000.0,2601000.0
CommonStock,2601000.0,2601000.0
TotalLiabilitiesNetMinorityInterest,35762000.0,37102000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,6836000.0,7362000.0
NonCurrentDeferredTaxesLiabilities,290000.0,290000.0
LongTermDebtAndCapitalLeaseObligation,660000.0,723000.0
LongTermCapitalLeaseObligation,660000.0,723000.0
LongTermProvisions,5886000.0,6349000.0
CurrentLiabilities,28926000.0,29740000.0
OtherCurrentLiabilities,1600000.0,
CurrentDebtAndCapitalLeaseObligation,4243000.0,6099000.0
CurrentCapitalLeaseObligation,529000.0,441000.0
CurrentDebt,3714000.0,5658000.0
Payables,20596000.0,21306000.0
OtherPayable,7409000.0,6395000.0
TotalTaxPayable,403000.0,1654000.0
AccountsPayable,12784000.0,13257000.0
TotalAssets,67652000.0,78510000.0
TotalNonCurrentAssets,32875000.0,41360000.0
LongTermEquityInvestment,,3390000.0
InvestmentsinJointVenturesatCost,,3390000.0
NetPPE,29346000.0,37970000.0
AccumulatedDepreciation,-188289000.0,-182299000.0
GrossPPE,217635000.0,220269000.0
OtherProperties,1887000.0,1880000.0
MachineryFurnitureEquipment,96000.0,137000.0
BuildingsAndImprovements,1039000.0,1010000.0
Properties,214613000.0,217242000.0
CurrentAssets,34777000.0,37150000.0
OtherCurrentAssets,,-6000.0
RestrictedCash,1537000.0,1468000.0
PrepaidAssets,,900000.0
Inventory,8244000.0,7988000.0
OtherReceivables,,21000.0
TaxesReceivable,,1100000.0
AccountsReceivable,19811000.0,16534000.0
CashCashEquivalentsAndShortTermInvestments,5185000.0,9145000.0
CashAndCashEquivalents,5185000.0,9145000.0
CashFinancial,5185000.0,9145000.0
