,2022-12-31
PreferredSharesNumber,145300000.0
OrdinarySharesNumber,183249572.0
ShareIssued,183249572.0
NetDebt,10996000000.0
TotalDebt,15279000000.0
TangibleBookValue,13584000000.0
InvestedCapital,29092000000.0
NetTangibleAssets,17217000000.0
CommonStockEquity,13813000000.0
PreferredStockEquity,3633000000.0
TotalCapitalization,26025000000.0
TotalEquityGrossMinorityInterest,17446000000.0
StockholdersEquity,17446000000.0
GainsLossesNotAffectingRetainedEarnings,-331000000.0
RetainedEarnings,7886000000.0
AdditionalPaidInCapital,6256000000.0
CapitalStock,3635000000.0
CommonStock,2000000.0
PreferredStock,3633000000.0
TotalLiabilitiesNetMinorityInterest,195193000000.0
LongTermDebtAndCapitalLeaseObligation,8579000000.0
LongTermDebt,8579000000.0
CurrentDebtAndCapitalLeaseObligation,6700000000.0
CurrentDebt,6700000000.0
OtherCurrentBorrowings,6700000000.0
TotalAssets,212639000000.0
InvestmentsAndAdvances,33102000000.0
HeldToMaturitySecurities,28008000000.0
AvailableForSaleSecurities,4754000000.0
GoodwillAndOtherIntangibleAssets,229000000.0
OtherIntangibleAssets,57000000.0
Goodwill,172000000.0
NetPPE,1923000000.0
AccumulatedDepreciation,-871000000.0
GrossPPE,2794000000.0
Leases,452000000.0
OtherProperties,1440000000.0
MachineryFurnitureEquipment,898000000.0
LandAndImprovements,4000000.0
Receivables,708000000.0
AccountsReceivable,708000000.0
OtherShortTermInvestments,340000000.0
CashAndCashEquivalents,4283000000.0
CashFinancial,485000000.0
