,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,22650266.0,22650266.0,20452121.0,20447371.0
ShareIssued,22650266.0,22650266.0,20452121.0,20447371.0
TotalDebt,222500.0,222500.0,667500.0,
TangibleBookValue,-8519432.0,1621187.0,5784973.0,12316396.0
InvestedCapital,-8296932.0,1843687.0,6452473.0,12316396.0
WorkingCapital,-7646021.0,2633677.0,6341286.0,12883835.0
NetTangibleAssets,-8519432.0,1621187.0,5784973.0,12316396.0
CommonStockEquity,-8519432.0,1621187.0,5784973.0,12316396.0
TotalCapitalization,-8519432.0,1621187.0,5784973.0,12316396.0
TotalEquityGrossMinorityInterest,-8519432.0,1621187.0,5784973.0,12316396.0
StockholdersEquity,-8519432.0,1621187.0,5784973.0,12316396.0
RetainedEarnings,-120707695.0,-110216666.0,-97773804.0,-91171261.0
AdditionalPaidInCapital,112185998.0,111835588.0,103556732.0,103485612.0
CapitalStock,2265.0,2265.0,2045.0,2045.0
CommonStock,2265.0,2265.0,2045.0,2045.0
TotalLiabilitiesNetMinorityInterest,13906473.0,10220835.0,7116550.0,6607279.0
TotalNonCurrentLiabilitiesNetMinorityInterest,873411.0,1012490.0,556313.0,567439.0
DerivativeProductLiabilities,873411.0,1012490.0,556313.0,567439.0
CurrentLiabilities,13033062.0,9208345.0,6560237.0,6039840.0
CurrentDebtAndCapitalLeaseObligation,222500.0,222500.0,667500.0,
CurrentDebt,222500.0,222500.0,667500.0,
OtherCurrentBorrowings,222500.0,222500.0,,
PayablesAndAccruedExpenses,12810562.0,8985845.0,5892737.0,6039840.0
CurrentAccruedExpenses,7532187.0,6337558.0,3032159.0,2519569.0
Payables,5278375.0,2648287.0,2860578.0,3520271.0
AccountsPayable,5278375.0,2648287.0,2860578.0,3520271.0
TotalAssets,5387041.0,11842022.0,12901523.0,18923675.0
TotalNonCurrentAssets,0.0,0.0,0.0,0.0
CurrentAssets,5387041.0,11842022.0,12901523.0,18923675.0
OtherCurrentAssets,414743.0,690440.0,1645971.0,403819.0
PrepaidAssets,,,,403819.0
CashCashEquivalentsAndShortTermInvestments,4972298.0,11151582.0,11255552.0,18519856.0
CashAndCashEquivalents,4972298.0,11151582.0,11255552.0,18519856.0
