,2023-09-30,2023-03-31,2022-12-31
OrdinarySharesNumber,147168660.0,147068660.0,145118660.0
ShareIssued,147168660.0,147068660.0,145118660.0
TangibleBookValue,-601043.0,-114186.0,41344.0
InvestedCapital,-601043.0,-114186.0,41344.0
WorkingCapital,-613161.0,-127775.0,27020.0
NetTangibleAssets,-601043.0,-114186.0,41344.0
CommonStockEquity,-601043.0,-114186.0,41344.0
TotalCapitalization,-601043.0,-114186.0,41344.0
TotalEquityGrossMinorityInterest,-601043.0,-114186.0,41344.0
StockholdersEquity,-601043.0,-114186.0,41344.0
OtherEquityInterest,,,8400.0
GainsLossesNotAffectingRetainedEarnings,8285870.0,8293370.0,8032036.0
OtherEquityAdjustments,8285870.0,8293370.0,8032036.0
RetainedEarnings,-59079525.0,-58592668.0,-58064663.0
CapitalStock,50192612.0,50185112.0,50065571.0
CommonStock,50192612.0,50185112.0,50065571.0
TotalLiabilitiesNetMinorityInterest,654930.0,343455.0,255441.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0
CurrentLiabilities,654930.0,343455.0,255441.0
PayablesAndAccruedExpenses,654930.0,343455.0,255441.0
Payables,654930.0,343455.0,255441.0
DuetoRelatedPartiesCurrent,348204.0,181439.0,136578.0
AccountsPayable,306726.0,162016.0,118863.0
TotalAssets,53887.0,229269.0,296785.0
TotalNonCurrentAssets,12118.0,13589.0,14324.0
NonCurrentNoteReceivables,,,0.0
NetPPE,12118.0,13589.0,14324.0
AccumulatedDepreciation,-43935.0,-42464.0,-41729.0
GrossPPE,56053.0,56053.0,56053.0
MachineryFurnitureEquipment,56053.0,56053.0,56053.0
CurrentAssets,41769.0,215680.0,282461.0
PrepaidAssets,10198.0,92609.0,8188.0
Receivables,7130.0,9131.0,7754.0
AccountsReceivable,7130.0,9131.0,7754.0
CashCashEquivalentsAndShortTermInvestments,24441.0,113940.0,266519.0
CashAndCashEquivalents,24441.0,113940.0,266519.0
