,2023-06-30
OrdinarySharesNumber,629237560.0
ShareIssued,629237560.0
TangibleBookValue,177701201.0
InvestedCapital,177701201.0
WorkingCapital,9759542.0
NetTangibleAssets,177701201.0
CommonStockEquity,177701201.0
TotalCapitalization,177701201.0
TotalEquityGrossMinorityInterest,177701201.0
StockholdersEquity,177701201.0
GainsLossesNotAffectingRetainedEarnings,22090412.0
OtherEquityAdjustments,17288694.0
ForeignCurrencyTranslationAdjustments,4801718.0
RetainedEarnings,-59713750.0
CapitalStock,215324539.0
CommonStock,215324539.0
TotalLiabilitiesNetMinorityInterest,8777940.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0
CurrentLiabilities,8777940.0
OtherCurrentLiabilities,17077.0
CurrentDeferredLiabilities,2130968.0
CurrentDeferredTaxesLiabilities,2130968.0
PensionandOtherPostRetirementBenefitPlansCurrent,187270.0
PayablesAndAccruedExpenses,6442625.0
Payables,6442625.0
OtherPayable,5729963.0
AccountsPayable,712662.0
TotalAssets,186479141.0
TotalNonCurrentAssets,167941659.0
NonCurrentDeferredAssets,6832350.0
NonCurrentDeferredTaxesAssets,6832350.0
NonCurrentAccountsReceivable,3194047.0
NetPPE,157915262.0
AccumulatedDepreciation,-18555.0
GrossPPE,157933817.0
OtherProperties,157911110.0
MachineryFurnitureEquipment,22707.0
CurrentAssets,18537482.0
OtherCurrentAssets,92241.0
AssetsHeldForSaleCurrent,6534226.0
PrepaidAssets,292674.0
Receivables,117221.0
OtherReceivables,117183.0
AccountsReceivable,38.0
CashCashEquivalentsAndShortTermInvestments,11501120.0
CashAndCashEquivalents,11501120.0
CashEquivalents,9000000.0
CashFinancial,2501120.0
